participant_id,trip_id,source_file,raw_point_index,point_index,latitude,longitude,elevation_m,timestamp_raw,timestamp_utc,trim_action
P01,T03,P01_T03,58,58,52.239560479801,6.8650017929922305,35.55457703303546,2026-06-06T12:18:37Z,2026-06-06T12:18:37Z,kept_untrimmed
P01,T03,P01_T03,59,59,52.23958642929214,6.865188941268499,35.72649948857725,2026-06-06T12:18:40Z,2026-06-06T12:18:40Z,kept_untrimmed
P01,T03,P01_T03,60,60,52.23961928720773,6.865347213790481,35.62400356866419,2026-06-06T12:18:42Z,2026-06-06T12:18:42Z,kept_untrimmed
P01,T03,P01_T03,61,61,52.23965580676447,6.865540767770975,34.56619235500693,2026-06-06T12:18:45Z,2026-06-06T12:18:45Z,kept_untrimmed
P01,T03,P01_T03,62,62,52.239672949336644,6.865740862002295,33.47063207253814,2026-06-06T12:18:48Z,2026-06-06T12:18:48Z,kept_untrimmed
P01,T03,P01_T03,63,63,52.23969950439966,6.8659310804983535,33.76820993050933,2026-06-06T12:18:51Z,2026-06-06T12:18:51Z,kept_untrimmed
P01,T03,P01_T03,64,64,52.239702018844405,6.866082665707336,33.25097129680216,2026-06-06T12:18:53Z,2026-06-06T12:18:53Z,kept_untrimmed
P01,T03,P01_T03,65,65,52.239704753631216,6.866281857834771,33.382702360861,2026-06-06T12:18:56Z,2026-06-06T12:18:56Z,kept_untrimmed
P01,T03,P01_T03,66,66,52.23973443192052,6.866479825400075,32.705107758753,2026-06-06T12:18:59Z,2026-06-06T12:18:59Z,kept_untrimmed
P01,T03,P01_T03,67,67,52.239732407959515,6.866627489730264,33.28604052402079,2026-06-06T12:19:01Z,2026-06-06T12:19:01Z,kept_untrimmed
P01,T03,P01_T03,68,68,52.23974810695713,6.866812423793539,33.94602391589433,2026-06-06T12:19:04Z,2026-06-06T12:19:04Z,kept_untrimmed
P01,T03,P01_T03,69,69,52.23976288611286,6.867028240067174,33.82976518198848,2026-06-06T12:19:07Z,2026-06-06T12:19:07Z,kept_untrimmed
P01,T03,P01_T03,70,70,52.23976951799702,6.867227137834194,33.53994166199118,2026-06-06T12:19:10Z,2026-06-06T12:19:10Z,kept_untrimmed
P01,T03,P01_T03,71,71,52.23979112127335,6.867449694491802,34.54239217936993,2026-06-06T12:19:13Z,2026-06-06T12:19:13Z,kept_untrimmed
P01,T03,P01_T03,72,72,52.23979945711586,6.867652941056691,33.98525241203606,2026-06-06T12:19:16Z,2026-06-06T12:19:16Z,kept_untrimmed
P01,T03,P01_T03,73,73,52.23982111340762,6.867803960501285,33.906819785013795,2026-06-06T12:19:18Z,2026-06-06T12:19:18Z,kept_untrimmed
P01,T03,P01_T03,74,74,52.23982418187816,6.867955313603156,33.256061378866434,2026-06-06T12:19:20Z,2026-06-06T12:19:20Z,kept_untrimmed
P01,T03,P01_T03,75,75,52.23983034641339,6.86816266858131,33.53505969233811,2026-06-06T12:19:23Z,2026-06-06T12:19:23Z,kept_untrimmed
P01,T03,P01_T03,76,76,52.23984013494153,6.868315756596012,33.43451186362654,2026-06-06T12:19:25Z,2026-06-06T12:19:25Z,kept_untrimmed
P01,T03,P01_T03,77,77,52.23983161887926,6.868514620684391,34.89735307637602,2026-06-06T12:19:28Z,2026-06-06T12:19:28Z,kept_untrimmed
P01,T03,P01_T03,78,78,52.2398082399407,6.868705842938877,35.59317794442177,2026-06-06T12:19:31Z,2026-06-06T12:19:31Z,kept_untrimmed
P01,T03,P01_T03,79,79,52.23976530932294,6.868896129279852,35.17666300199926,2026-06-06T12:19:34Z,2026-06-06T12:19:34Z,kept_untrimmed
P01,T03,P01_T03,80,80,52.23969845126399,6.8690739859046275,34.617884394712746,2026-06-06T12:19:37Z,2026-06-06T12:19:37Z,kept_untrimmed
P01,T03,P01_T03,81,81,52.23963030411282,6.869225278799455,34.402421958744526,2026-06-06T12:19:40Z,2026-06-06T12:19:40Z,kept_untrimmed
P01,T03,P01_T03,82,82,52.23954939307256,6.869355882916853,34.35325431637466,2026-06-06T12:19:43Z,2026-06-06T12:19:43Z,kept_untrimmed
P01,T03,P01_T03,83,83,52.239464158449586,6.86950287397243,33.79961694031954,2026-06-06T12:19:46Z,2026-06-06T12:19:46Z,kept_untrimmed
P01,T03,P01_T03,84,84,52.23939487671579,6.869634127812615,34.231277954764664,2026-06-06T12:19:49Z,2026-06-06T12:19:49Z,kept_untrimmed
P01,T03,P01_T03,85,85,52.239316477234595,6.8697839324915,34.234325816854835,2026-06-06T12:19:52Z,2026-06-06T12:19:52Z,kept_untrimmed
P01,T03,P01_T03,86,86,52.23922812448547,6.869917201912188,33.41292829439044,2026-06-06T12:19:55Z,2026-06-06T12:19:55Z,kept_untrimmed
P01,T03,P01_T03,87,87,52.23913824072694,6.870041700965031,33.550997293554246,2026-06-06T12:19:58Z,2026-06-06T12:19:58Z,kept_untrimmed
P01,T03,P01_T03,88,88,52.23905785184953,6.8701982737338705,33.58269044756889,2026-06-06T12:20:01Z,2026-06-06T12:20:01Z,kept_untrimmed
P01,T03,P01_T03,89,89,52.23897770040606,6.870320582899295,33.54950401093811,2026-06-06T12:20:04Z,2026-06-06T12:20:04Z,kept_untrimmed
P01,T03,P01_T03,90,90,52.23889756942876,6.870464654956053,33.42126241326332,2026-06-06T12:20:07Z,2026-06-06T12:20:07Z,kept_untrimmed
P01,T03,P01_T03,91,91,52.23883440833926,6.870575463423994,34.635444670915604,2026-06-06T12:20:09Z,2026-06-06T12:20:09Z,kept_untrimmed
P01,T03,P01_T03,92,92,52.23875632727181,6.870698536928029,35.62654544506222,2026-06-06T12:20:12Z,2026-06-06T12:20:12Z,kept_untrimmed
P01,T03,P01_T03,93,93,52.23869115093429,6.870802210811131,35.126257978379726,2026-06-06T12:20:14Z,2026-06-06T12:20:14Z,kept_untrimmed
P01,T03,P01_T03,94,94,52.238606202325485,6.870927371500914,34.90074372198433,2026-06-06T12:20:17Z,2026-06-06T12:20:17Z,kept_untrimmed
P01,T03,P01_T03,95,95,52.23852613628402,6.871062734417148,34.93098885193467,2026-06-06T12:20:20Z,2026-06-06T12:20:20Z,kept_untrimmed
P01,T03,P01_T03,96,96,52.23843778173667,6.871197911247869,34.992753635160625,2026-06-06T12:20:23Z,2026-06-06T12:20:23Z,kept_untrimmed
P01,T03,P01_T03,97,97,52.238360724667054,6.871343161964337,34.635529034771025,2026-06-06T12:20:26Z,2026-06-06T12:20:26Z,kept_untrimmed
P01,T03,P01_T03,98,98,52.23827470121635,6.871469396757086,34.68412336986512,2026-06-06T12:20:29Z,2026-06-06T12:20:29Z,kept_untrimmed
P01,T03,P01_T03,99,99,52.23819655596294,6.871591861393249,35.11310679651797,2026-06-06T12:20:32Z,2026-06-06T12:20:32Z,kept_untrimmed
P01,T03,P01_T03,100,100,52.23810636645115,6.8717402895738235,34.62526666093618,2026-06-06T12:20:35Z,2026-06-06T12:20:35Z,kept_untrimmed
P01,T03,P01_T03,101,101,52.238012644365114,6.871877714952467,35.00441344641149,2026-06-06T12:20:38Z,2026-06-06T12:20:38Z,kept_untrimmed
P01,T03,P01_T03,102,102,52.23793283633158,6.87204472671326,36.202660877257586,2026-06-06T12:20:41Z,2026-06-06T12:20:41Z,kept_untrimmed
P01,T03,P01_T03,103,103,52.2378916995702,6.872181060811257,35.24385742750019,2026-06-06T12:20:43Z,2026-06-06T12:20:43Z,kept_untrimmed
P01,T03,P01_T03,104,104,52.23784559296776,6.872376311022194,36.05760886427015,2026-06-06T12:20:46Z,2026-06-06T12:20:46Z,kept_untrimmed
P01,T03,P01_T03,105,105,52.23782857153755,6.872529557556532,36.66266605630517,2026-06-06T12:20:48Z,2026-06-06T12:20:48Z,kept_untrimmed
P01,T03,P01_T03,106,106,52.23781299170685,6.872737780687415,37.13340946286917,2026-06-06T12:20:51Z,2026-06-06T12:20:51Z,kept_untrimmed
P01,T03,P01_T03,107,107,52.237801065099134,6.87290470045777,35.82905339729041,2026-06-06T12:20:53Z,2026-06-06T12:20:53Z,kept_untrimmed
P01,T03,P01_T03,108,108,52.23780125269819,6.87307034605195,35.73591780755669,2026-06-06T12:20:55Z,2026-06-06T12:20:55Z,kept_untrimmed
P01,T03,P01_T03,109,109,52.23780492609695,6.873286723108078,35.81677449401468,2026-06-06T12:20:58Z,2026-06-06T12:20:58Z,kept_untrimmed
P01,T03,P01_T03,110,110,52.23780350787887,6.873490141483649,35.97733361180872,2026-06-06T12:21:01Z,2026-06-06T12:21:01Z,kept_untrimmed
P01,T03,P01_T03,111,111,52.237801136538735,6.87370145909893,36.28264531772584,2026-06-06T12:21:04Z,2026-06-06T12:21:04Z,kept_untrimmed
P01,T03,P01_T03,112,112,52.23779384662396,6.873852309053409,36.537708478979766,2026-06-06T12:21:06Z,2026-06-06T12:21:06Z,kept_untrimmed
P01,T03,P01_T03,113,113,52.2377939457413,6.874062724915642,36.34953502379358,2026-06-06T12:21:09Z,2026-06-06T12:21:09Z,kept_untrimmed
P01,T03,P01_T03,114,114,52.23777788101584,6.874214859610583,36.182518064044416,2026-06-06T12:21:11Z,2026-06-06T12:21:11Z,kept_untrimmed
P01,T03,P01_T03,115,115,52.237799537189254,6.874384207894449,36.665121691301465,2026-06-06T12:21:13Z,2026-06-06T12:21:13Z,kept_untrimmed
P01,T03,P01_T03,116,116,52.23778897848539,6.874544834693633,35.87144207395613,2026-06-06T12:21:15Z,2026-06-06T12:21:15Z,kept_untrimmed
P01,T03,P01_T03,117,117,52.237800910996434,6.874786348467603,36.00656541157514,2026-06-06T12:21:18Z,2026-06-06T12:21:18Z,kept_untrimmed
P01,T03,P01_T03,118,118,52.237800305739206,6.874948388373258,35.921952510252595,2026-06-06T12:21:20Z,2026-06-06T12:21:20Z,kept_untrimmed
P01,T03,P01_T03,119,119,52.23781067042934,6.8751165864063974,35.234660669229925,2026-06-06T12:21:22Z,2026-06-06T12:21:22Z,kept_untrimmed
P01,T03,P01_T03,120,120,52.23779894055552,6.87526729691153,34.92777759954333,2026-06-06T12:21:24Z,2026-06-06T12:21:24Z,kept_untrimmed
P01,T03,P01_T03,121,121,52.23781087441504,6.87542709444408,34.54313541576266,2026-06-06T12:21:26Z,2026-06-06T12:21:26Z,kept_untrimmed
P01,T03,P01_T03,122,122,52.23780261427295,6.8756502913481725,35.12363389879465,2026-06-06T12:21:29Z,2026-06-06T12:21:29Z,kept_untrimmed
P01,T03,P01_T03,123,123,52.237810630754886,6.875801991313082,35.25490250438452,2026-06-06T12:21:31Z,2026-06-06T12:21:31Z,kept_untrimmed
P01,T03,P01_T03,124,124,52.23781629561905,6.875960109457637,34.81488388311118,2026-06-06T12:21:33Z,2026-06-06T12:21:33Z,kept_untrimmed
P01,T03,P01_T03,125,125,52.23780760349905,6.876167008117428,35.256867344491184,2026-06-06T12:21:36Z,2026-06-06T12:21:36Z,kept_untrimmed
P01,T03,P01_T03,126,126,52.23781842106261,6.876323637867553,35.07734901551157,2026-06-06T12:21:38Z,2026-06-06T12:21:38Z,kept_untrimmed
P01,T03,P01_T03,127,127,52.23781603127459,6.87653839691635,34.80703095253557,2026-06-06T12:21:41Z,2026-06-06T12:21:41Z,kept_untrimmed
P01,T03,P01_T03,128,128,52.23781576979647,6.876751301760512,35.74465514719486,2026-06-06T12:21:44Z,2026-06-06T12:21:44Z,kept_untrimmed
P01,T03,P01_T03,129,129,52.237828776292275,6.876906130023019,35.35218138899654,2026-06-06T12:21:46Z,2026-06-06T12:21:46Z,kept_untrimmed
P01,T03,P01_T03,130,130,52.237821673123364,6.877107064447652,35.1649857154116,2026-06-06T12:21:49Z,2026-06-06T12:21:49Z,kept_untrimmed
P01,T03,P01_T03,131,131,52.23776339566256,6.877288744729685,35.38028495851904,2026-06-06T12:21:52Z,2026-06-06T12:21:52Z,kept_untrimmed
P01,T03,P01_T03,132,132,52.23766371291543,6.87739773038162,34.30693988595158,2026-06-06T12:21:55Z,2026-06-06T12:21:55Z,kept_untrimmed
P01,T03,P01_T03,133,133,52.23759577279886,6.877494761588911,34.71388390753418,2026-06-06T12:21:57Z,2026-06-06T12:21:57Z,kept_untrimmed
P01,T03,P01_T03,134,134,52.2374949464811,6.877628991483165,35.1788803236559,2026-06-06T12:22:00Z,2026-06-06T12:22:00Z,kept_untrimmed
P01,T03,P01_T03,135,135,52.23742394834389,6.87772280419121,35.10121382120997,2026-06-06T12:22:02Z,2026-06-06T12:22:02Z,kept_untrimmed
P01,T03,P01_T03,136,136,52.23732391742942,6.877853210043992,35.67071052547544,2026-06-06T12:22:05Z,2026-06-06T12:22:05Z,kept_untrimmed
P01,T03,P01_T03,137,137,52.23721878562089,6.877984117827231,35.27541398536414,2026-06-06T12:22:08Z,2026-06-06T12:22:08Z,kept_untrimmed
P01,T03,P01_T03,138,138,52.237147772632476,6.878081798107561,35.119896597228944,2026-06-06T12:22:10Z,2026-06-06T12:22:10Z,kept_untrimmed
P01,T03,P01_T03,139,139,52.23707361389799,6.8781745604505655,35.33428745623678,2026-06-06T12:22:12Z,2026-06-06T12:22:12Z,kept_untrimmed
P01,T03,P01_T03,140,140,52.236954861960164,6.87824547320032,35.229609926231205,2026-06-06T12:22:15Z,2026-06-06T12:22:15Z,kept_untrimmed
P01,T03,P01_T03,141,141,52.236832090267626,6.878316856184928,35.806127176620066,2026-06-06T12:22:18Z,2026-06-06T12:22:18Z,kept_untrimmed
P01,T03,P01_T03,142,142,52.23672483888687,6.878420220883597,35.22434516809881,2026-06-06T12:22:21Z,2026-06-06T12:22:21Z,kept_untrimmed
P01,T03,P01_T03,143,143,52.23665217310564,6.878607267249951,35.426914875395596,2026-06-06T12:22:24Z,2026-06-06T12:22:24Z,kept_untrimmed
P01,T03,P01_T03,144,144,52.23661243164769,6.878806623625096,35.663782116025686,2026-06-06T12:22:27Z,2026-06-06T12:22:27Z,kept_untrimmed
P01,T03,P01_T03,145,145,52.23658982655078,6.879022267485322,36.16976884845644,2026-06-06T12:22:30Z,2026-06-06T12:22:30Z,kept_untrimmed
P01,T03,P01_T03,146,146,52.23657246511314,6.879221726788181,36.476276157423854,2026-06-06T12:22:33Z,2026-06-06T12:22:33Z,kept_untrimmed
P01,T03,P01_T03,147,147,52.236547822568944,6.879418881225303,36.57321628369391,2026-06-06T12:22:36Z,2026-06-06T12:22:36Z,kept_untrimmed
P01,T03,P01_T03,148,148,52.23647585000006,6.879519648983004,36.95775194931775,2026-06-06T12:22:39Z,2026-06-06T12:22:39Z,kept_untrimmed
P01,T03,P01_T03,149,149,52.236376030437086,6.879496837818884,37.29585109371692,2026-06-06T12:22:42Z,2026-06-06T12:22:42Z,kept_untrimmed
P01,T03,P01_T03,150,150,52.23626353348333,6.879480268867626,38.46621824614704,2026-06-06T12:22:45Z,2026-06-06T12:22:45Z,kept_untrimmed
P01,T03,P01_T03,151,151,52.23613702287188,6.8794592984943135,38.17480789683759,2026-06-06T12:22:48Z,2026-06-06T12:22:48Z,kept_untrimmed
P01,T03,P01_T03,152,152,52.236020325375314,6.879404221223891,37.42361516691744,2026-06-06T12:22:51Z,2026-06-06T12:22:51Z,kept_untrimmed
P01,T03,P01_T03,153,153,52.23588532028406,6.879358484111156,37.04910577181727,2026-06-06T12:22:54Z,2026-06-06T12:22:54Z,kept_untrimmed
P01,T03,P01_T03,154,154,52.235775401099254,6.87934471293649,37.13005704805255,2026-06-06T12:22:57Z,2026-06-06T12:22:57Z,kept_untrimmed
P01,T03,P01_T03,155,155,52.23567796693617,6.879308913204348,36.922175099141896,2026-06-06T12:22:59Z,2026-06-06T12:22:59Z,kept_untrimmed
P01,T03,P01_T03,156,156,52.23556400960374,6.879271395756798,37.204340593889356,2026-06-06T12:23:02Z,2026-06-06T12:23:02Z,kept_untrimmed
P01,T03,P01_T03,157,157,52.23546238686986,6.879249651327942,36.69910575076938,2026-06-06T12:23:04Z,2026-06-06T12:23:04Z,kept_untrimmed
P01,T03,P01_T03,158,158,52.235330546432934,6.87922222740769,37.336751490831375,2026-06-06T12:23:07Z,2026-06-06T12:23:07Z,kept_untrimmed
P01,T03,P01_T03,159,159,52.23523674399632,6.879232411952148,38.275445324368775,2026-06-06T12:23:09Z,2026-06-06T12:23:09Z,kept_untrimmed
P01,T03,P01_T03,160,160,52.235139923441494,6.879241249120034,38.01271695178002,2026-06-06T12:23:11Z,2026-06-06T12:23:11Z,kept_untrimmed
P01,T03,P01_T03,161,161,52.23501311780612,6.87924091980673,38.767764853313565,2026-06-06T12:23:14Z,2026-06-06T12:23:14Z,kept_untrimmed
P01,T03,P01_T03,162,162,52.234884710274784,6.879249862109965,39.320150988176465,2026-06-06T12:23:17Z,2026-06-06T12:23:17Z,kept_untrimmed
P01,T03,P01_T03,163,163,52.23476837149409,6.879253653750561,39.081225361675024,2026-06-06T12:23:20Z,2026-06-06T12:23:20Z,kept_untrimmed
P01,T03,P01_T03,164,164,52.234658795819044,6.879243959749302,38.83027225919068,2026-06-06T12:23:23Z,2026-06-06T12:23:23Z,kept_untrimmed
P01,T03,P01_T03,165,165,52.23455655578667,6.879229166038032,38.51104548573494,2026-06-06T12:23:26Z,2026-06-06T12:23:26Z,kept_untrimmed
P01,T03,P01_T03,166,166,52.234437549287264,6.8792330050768,38.3019330566749,2026-06-06T12:23:29Z,2026-06-06T12:23:29Z,kept_untrimmed
P01,T03,P01_T03,167,167,52.23432591965502,6.879248307795513,38.04241584427655,2026-06-06T12:23:32Z,2026-06-06T12:23:32Z,kept_untrimmed
P01,T03,P01_T03,168,168,52.23420294357815,6.879354489173408,38.245334695093334,2026-06-06T12:23:35Z,2026-06-06T12:23:35Z,kept_untrimmed
P01,T03,P01_T03,169,169,52.234104725199614,6.879510590015673,37.60546927060932,2026-06-06T12:23:38Z,2026-06-06T12:23:38Z,kept_untrimmed
P01,T03,P01_T03,170,170,52.234017940393336,6.879662135992692,36.98079073615372,2026-06-06T12:23:41Z,2026-06-06T12:23:41Z,kept_untrimmed
P01,T03,P01_T03,171,171,52.23395105180809,6.879781899937128,37.15051796659827,2026-06-06T12:23:43Z,2026-06-06T12:23:43Z,kept_untrimmed
P01,T03,P01_T03,172,172,52.233873685748875,6.879874034435936,36.74676752462983,2026-06-06T12:23:45Z,2026-06-06T12:23:45Z,kept_untrimmed
P01,T03,P01_T03,173,173,52.23378275870183,6.879992290927071,36.3166942531243,2026-06-06T12:23:48Z,2026-06-06T12:23:48Z,kept_untrimmed
P01,T03,P01_T03,174,174,52.233697403634736,6.880106657343731,36.833409836515784,2026-06-06T12:23:51Z,2026-06-06T12:23:51Z,kept_untrimmed
P01,T03,P01_T03,175,175,52.23364204371885,6.880276116075005,36.02601326350123,2026-06-06T12:23:54Z,2026-06-06T12:23:54Z,kept_untrimmed
P01,T03,P01_T03,176,176,52.233597601599904,6.880403373932304,36.25512177031487,2026-06-06T12:23:56Z,2026-06-06T12:23:56Z,kept_untrimmed
P01,T03,P01_T03,177,177,52.233602883836404,6.880562788466133,37.31917124148458,2026-06-06T12:23:58Z,2026-06-06T12:23:58Z,kept_untrimmed
P01,T03,P01_T03,178,178,52.233636080084494,6.880706769983635,37.7559685157612,2026-06-06T12:24:00Z,2026-06-06T12:24:00Z,kept_untrimmed
P01,T03,P01_T03,179,179,52.23366927479239,6.88089858925532,36.76554247085005,2026-06-06T12:24:03Z,2026-06-06T12:24:03Z,kept_untrimmed
P01,T03,P01_T03,180,180,52.2336960906584,6.88107641828546,37.2569524506107,2026-06-06T12:24:06Z,2026-06-06T12:24:06Z,kept_untrimmed
P01,T03,P01_T03,181,181,52.23374207047002,6.881299186085858,37.72574985213578,2026-06-06T12:24:09Z,2026-06-06T12:24:09Z,kept_untrimmed
P01,T03,P01_T03,182,182,52.233782358951785,6.881449302531158,37.47540556360036,2026-06-06T12:24:11Z,2026-06-06T12:24:11Z,kept_untrimmed
P01,T03,P01_T03,183,183,52.23380773097408,6.881594003915908,37.73043528944254,2026-06-06T12:24:13Z,2026-06-06T12:24:13Z,kept_untrimmed
P01,T03,P01_T03,184,184,52.23383150271168,6.881748936876277,37.37636910099536,2026-06-06T12:24:15Z,2026-06-06T12:24:15Z,kept_untrimmed
P01,T03,P01_T03,185,185,52.23382721272804,6.881961968539991,38.042802987620234,2026-06-06T12:24:18Z,2026-06-06T12:24:18Z,kept_untrimmed
P01,T03,P01_T03,186,186,52.233796170576824,6.88214970642176,36.80014480743557,2026-06-06T12:24:21Z,2026-06-06T12:24:21Z,kept_untrimmed
P01,T03,P01_T03,187,187,52.233786879685276,6.8823534165621245,36.07509511243552,2026-06-06T12:24:24Z,2026-06-06T12:24:24Z,kept_untrimmed
P01,T03,P01_T03,188,188,52.23378554734172,6.882543745675633,36.006350700743496,2026-06-06T12:24:27Z,2026-06-06T12:24:27Z,kept_untrimmed
P01,T03,P01_T03,189,189,52.23377655101774,6.882748909599564,36.43584723677486,2026-06-06T12:24:30Z,2026-06-06T12:24:30Z,kept_untrimmed
P01,T03,P01_T03,190,190,52.233698396784746,6.882839386787557,36.95078068319708,2026-06-06T12:24:33Z,2026-06-06T12:24:33Z,kept_untrimmed
P01,T03,P01_T03,191,191,52.23358643894954,6.882865529754736,36.923182223923504,2026-06-06T12:24:36Z,2026-06-06T12:24:36Z,kept_untrimmed
P01,T03,P01_T03,192,192,52.23347520392268,6.882883830062451,37.61832950916141,2026-06-06T12:24:39Z,2026-06-06T12:24:39Z,kept_untrimmed
P01,T03,P01_T03,193,193,52.23335484460452,6.882910102681137,37.38919957913458,2026-06-06T12:24:42Z,2026-06-06T12:24:42Z,kept_untrimmed
P01,T03,P01_T03,194,194,52.23324685589883,6.882984631310083,37.56261964235455,2026-06-06T12:24:45Z,2026-06-06T12:24:45Z,kept_untrimmed
P01,T03,P01_T03,195,195,52.233148364928454,6.883121154575412,37.667385703884065,2026-06-06T12:24:48Z,2026-06-06T12:24:48Z,kept_untrimmed
P01,T03,P01_T03,196,196,52.233055765562305,6.883250715604997,37.112939092330635,2026-06-06T12:24:51Z,2026-06-06T12:24:51Z,kept_untrimmed
P01,T03,P01_T03,197,197,52.23303113213241,6.883449591755109,37.08431223873049,2026-06-06T12:24:54Z,2026-06-06T12:24:54Z,kept_untrimmed
P01,T03,P01_T03,198,198,52.233059457178804,6.883649429606698,37.26716704200953,2026-06-06T12:24:57Z,2026-06-06T12:24:57Z,kept_untrimmed
P01,T03,P01_T03,199,199,52.23302246552586,6.8838261055969845,37.252688344568014,2026-06-06T12:25:00Z,2026-06-06T12:25:00Z,kept_untrimmed
P01,T03,P01_T03,200,200,52.232937676631956,6.883929021486736,37.60583171527833,2026-06-06T12:25:03Z,2026-06-06T12:25:03Z,kept_untrimmed
P01,T03,P01_T03,201,201,52.2328514475507,6.8840773697518545,38.17673304956406,2026-06-06T12:25:06Z,2026-06-06T12:25:06Z,kept_untrimmed
P01,T03,P01_T03,202,202,52.23277414591033,6.884216792887085,37.10471782274544,2026-06-06T12:25:09Z,2026-06-06T12:25:09Z,kept_untrimmed
P01,T03,P01_T03,203,203,52.23270385692567,6.884377467431515,38.48750365152955,2026-06-06T12:25:12Z,2026-06-06T12:25:12Z,kept_untrimmed
P01,T03,P01_T03,204,204,52.232629263113196,6.884534672923533,39.07847922388464,2026-06-06T12:25:15Z,2026-06-06T12:25:15Z,kept_untrimmed
P01,T03,P01_T03,205,205,52.23255734986222,6.884692413590063,39.078011525794864,2026-06-06T12:25:18Z,2026-06-06T12:25:18Z,kept_untrimmed
P01,T03,P01_T03,206,206,52.23249606960414,6.884834633420103,38.621422335505486,2026-06-06T12:25:21Z,2026-06-06T12:25:21Z,kept_untrimmed
P01,T03,P01_T03,207,207,52.23244124801811,6.884978124671717,38.627096741460264,2026-06-06T12:25:24Z,2026-06-06T12:25:24Z,kept_untrimmed
P01,T03,P01_T03,208,208,52.23237719697053,6.885118990836524,38.28747036866844,2026-06-06T12:25:27Z,2026-06-06T12:25:27Z,kept_untrimmed
P01,T03,P01_T03,209,209,52.232313893780244,6.885280284447614,38.945912717841566,2026-06-06T12:25:30Z,2026-06-06T12:25:30Z,kept_untrimmed
P01,T03,P01_T03,210,210,52.23225200678862,6.885427088202873,39.653035236522555,2026-06-06T12:25:33Z,2026-06-06T12:25:33Z,kept_untrimmed
P01,T03,P01_T03,211,211,52.232188134664455,6.885570396448871,40.370705768465996,2026-06-06T12:25:36Z,2026-06-06T12:25:36Z,kept_untrimmed
P01,T03,P01_T03,212,212,52.23213049707497,6.885700713772406,40.950290587730706,2026-06-06T12:25:39Z,2026-06-06T12:25:39Z,kept_untrimmed
P01,T03,P01_T03,213,213,52.23207292615623,6.8858340852610915,40.011527959257364,2026-06-06T12:25:42Z,2026-06-06T12:25:42Z,kept_untrimmed
P01,T03,P01_T03,214,214,52.232004269553876,6.885974045735723,40.86429415550083,2026-06-06T12:25:45Z,2026-06-06T12:25:45Z,kept_untrimmed
P01,T03,P01_T03,215,215,52.231941870734005,6.886116750051289,40.66825525928289,2026-06-06T12:25:48Z,2026-06-06T12:25:48Z,kept_untrimmed
P01,T03,P01_T03,216,216,52.2318771965725,6.886245407633536,39.972474354319274,2026-06-06T12:25:51Z,2026-06-06T12:25:51Z,kept_untrimmed
P01,T03,P01_T03,217,217,52.23181377362063,6.8863823494505185,39.60153559688479,2026-06-06T12:25:54Z,2026-06-06T12:25:54Z,kept_untrimmed
P01,T03,P01_T03,218,218,52.23175662520009,6.886512219553711,39.745619386434555,2026-06-06T12:25:57Z,2026-06-06T12:25:57Z,kept_untrimmed
P01,T03,P01_T03,219,219,52.23169896361616,6.886630646671214,39.474608483724296,2026-06-06T12:26:00Z,2026-06-06T12:26:00Z,kept_untrimmed
P01,T03,P01_T03,220,220,52.23163610484804,6.886763002723374,39.716018537059426,2026-06-06T12:26:03Z,2026-06-06T12:26:03Z,kept_untrimmed
P01,T03,P01_T03,221,221,52.2315699643008,6.886900812025236,40.28712169546634,2026-06-06T12:26:06Z,2026-06-06T12:26:06Z,kept_untrimmed
P01,T03,P01_T03,222,222,52.2315057082331,6.887028917245626,39.470699494704604,2026-06-06T12:26:09Z,2026-06-06T12:26:09Z,kept_untrimmed
P01,T03,P01_T03,223,223,52.23143427404852,6.887153033022104,39.15353875979781,2026-06-06T12:26:12Z,2026-06-06T12:26:12Z,kept_untrimmed
P01,T03,P01_T03,224,224,52.23137511972947,6.887283155084285,39.37654854543507,2026-06-06T12:26:15Z,2026-06-06T12:26:15Z,kept_untrimmed
P01,T03,P01_T03,225,225,52.23132358768141,6.887459129569806,38.91397392656654,2026-06-06T12:26:19Z,2026-06-06T12:26:19Z,kept_untrimmed
P01,T03,P01_T03,226,226,52.23130501181358,6.887637007305398,39.153800854459405,2026-06-06T12:26:23Z,2026-06-06T12:26:23Z,kept_untrimmed
P01,T03,P01_T03,227,227,52.23132542529109,6.887807287692523,39.8686369182542,2026-06-06T12:26:27Z,2026-06-06T12:26:27Z,kept_untrimmed
P01,T03,P01_T03,228,228,52.231384370063736,6.887918584645488,39.270652843639255,2026-06-06T12:26:28Z,2026-06-06T12:26:28Z,kept_untrimmed
P01,T03,P01_T03,229,229,52.23142555582301,6.888070461155213,39.61372502055019,2026-06-06T12:26:31Z,2026-06-06T12:26:31Z,kept_untrimmed
P01,T03,P01_T03,230,230,52.23144615752639,6.888249827934509,39.901366342790425,2026-06-06T12:26:36Z,2026-06-06T12:26:36Z,kept_untrimmed
P01,T03,P01_T03,231,231,52.23149812765878,6.8883964739425645,39.4541564071551,2026-06-06T12:26:42Z,2026-06-06T12:26:42Z,kept_untrimmed
P01,T03,P01_T03,232,232,52.231555660493754,6.888580657140645,39.55695082806051,2026-06-06T12:26:46Z,2026-06-06T12:26:46Z,kept_untrimmed
P01,T03,P01_T03,233,233,52.23160525354504,6.888738793813889,39.99163250438869,2026-06-06T12:26:49Z,2026-06-06T12:26:49Z,kept_untrimmed
